timestamps population node_ids
280.5144068449339 Stim 0
282.48055728875477 Stim 0
323.40578088409916 Stim 0
339.35374022837954 Stim 0
496.35459582485475 Stim 0
582.7266904624842 Stim 0
142.79226666975686 Stim 1
274.8419517740997 Stim 1
136.21994346555184 Stim 2
160.94632075894475 Stim 3
272.46229171153755 Stim 3
444.2807848680247 Stim 3
459.4652344975561 Stim 3
173.14599987759297 Stim 4
247.40176234047934 Stim 4
279.47303244030337 Stim 4
425.4761684341164 Stim 4
529.6310977197988 Stim 4
532.4994740445384 Stim 4
208.45000579938448 Stim 5
215.07124833529576 Stim 5
229.07699663356703 Stim 5
397.26417446022384 Stim 5
521.2973361946287 Stim 5
148.01409712959912 Stim 6
275.78296104966137 Stim 6
494.1857036699077 Stim 6
556.2119987047301 Stim 6
103.78662716554558 Stim 7
197.60356991180623 Stim 7
391.6002869154133 Stim 7
248.9565407479988 Stim 8
376.60656607603437 Stim 8
581.5568650977225 Stim 8
163.67827200257113 Stim 9
232.61187704426334 Stim 9
258.157270803639 Stim 9
306.1922648653607 Stim 9
504.77903442216984 Stim 9
509.85860701896513 Stim 9
541.7123046171415 Stim 9
131.30772235480694 Stim 10
182.38814524405439 Stim 10
234.73014242454352 Stim 10
335.91016185230063 Stim 10
174.83429705445624 Stim 11
365.41730470747694 Stim 11
371.5842864436649 Stim 11
524.5119758023343 Stim 11
112.58857207717324 Stim 12
168.16608945714492 Stim 12
302.6244272832426 Stim 12
307.95373341832135 Stim 12
417.0983207424879 Stim 12
494.28216004351856 Stim 12
299.37384701812675 Stim 13
212.3822535889696 Stim 14
215.34389330749275 Stim 14
294.1075342532214 Stim 14
383.2457981614941 Stim 14
540.8053143171347 Stim 14
562.6910201030232 Stim 14
242.84701981420045 Stim 15
267.5275013370597 Stim 15
273.1569075802977 Stim 15
284.1539827289071 Stim 15
302.21210384147616 Stim 15
441.0718912000054 Stim 15
114.43236905187675 Stim 16
250.61945492747694 Stim 16
388.4205148323833 Stim 16
423.8472459879381 Stim 16
429.90380353526797 Stim 16
391.48354529735894 Stim 17
116.18025237041768 Stim 18
298.513170004512 Stim 18
445.2398259520246 Stim 18
114.13107842401266 Stim 19
410.0227410022657 Stim 19
472.99133475789125 Stim 19
506.98438508926216 Stim 19
512.3637884916019 Stim 19
513.0964884150936 Stim 19
127.02738626280232 Stim 20
174.6730748362607 Stim 20
229.43884216262293 Stim 20
284.97913243966065 Stim 21
367.73274104643497 Stim 21
134.5646197649426 Stim 22
291.62051612266214 Stim 22
458.4192624865442 Stim 22
136.22531617005075 Stim 23
249.15911328525982 Stim 23
257.8968196044517 Stim 23
309.13709081111136 Stim 23
431.02814399632985 Stim 23
437.2294344850293 Stim 23
527.3010253159538 Stim 23
