timestamps population node_ids
235.50585131825355 Stim 0
315.209874859861 Stim 0
445.60964688592185 Stim 0
446.3557189302211 Stim 0
468.39909200470316 Stim 0
556.3152443140839 Stim 0
185.59592175513984 Stim 1
251.6286502762235 Stim 1
491.4405856376216 Stim 1
257.84221306499745 Stim 2
399.21819797742876 Stim 2
460.1209179577682 Stim 2
477.23754081940916 Stim 2
117.03710184204373 Stim 3
144.22158845416 Stim 3
365.52664071189844 Stim 3
500.0694660957494 Stim 3
359.57287118402803 Stim 4
442.59178232104773 Stim 4
477.99222755911904 Stim 4
514.2454012651776 Stim 4
116.54764789352105 Stim 5
342.026827466141 Stim 5
381.21529128948725 Stim 5
507.30525650102055 Stim 5
508.17456016396403 Stim 5
394.26311301198723 Stim 6
494.5863518014323 Stim 6
522.7713159960782 Stim 6
535.3320285222726 Stim 6
383.61949713370836 Stim 7
389.24237622233306 Stim 7
423.25642954771615 Stim 7
455.50998292193276 Stim 7
472.99319596109837 Stim 7
493.87363768738135 Stim 7
304.2513359122331 Stim 8
409.6462735827494 Stim 8
467.15073392492076 Stim 8
548.2711142657798 Stim 8
588.1188084831244 Stim 8
593.6337718590071 Stim 8
406.2627171971346 Stim 9
572.8762259528065 Stim 10
413.2336626270854 Stim 11
469.7139610330213 Stim 11
145.70458616130944 Stim 12
236.74373937636273 Stim 12
350.5944018149677 Stim 12
392.8331391715274 Stim 12
242.4564214722248 Stim 13
322.2711023168003 Stim 13
404.7945327208374 Stim 13
430.8362535601222 Stim 13
527.873534705028 Stim 13
574.3650241124129 Stim 13
586.4150091043756 Stim 13
127.83948363300549 Stim 14
199.6003631812997 Stim 14
345.7238952514886 Stim 14
372.5244666718568 Stim 14
376.737144917624 Stim 14
452.36894812894286 Stim 14
567.3725742027978 Stim 14
133.31326632126877 Stim 15
198.97675103125619 Stim 15
251.15189021889856 Stim 15
258.4696481822517 Stim 15
261.13066431608684 Stim 15
161.22169364850052 Stim 16
171.93628371065344 Stim 16
235.46814052352983 Stim 16
387.66985597654366 Stim 16
534.3876508648647 Stim 16
134.99561362405586 Stim 17
393.715121655374 Stim 17
403.1479381614939 Stim 17
