timestamps population node_ids
72.63750675327746 bkg 0
655.5895991139755 bkg 0
677.8550075886938 bkg 0
809.2735956572844 bkg 0
1033.5610892819018 bkg 0
1069.4322197197741 bkg 0
1256.206934538046 bkg 0
1375.6412531705266 bkg 0
1427.0833987541405 bkg 0
1634.3810427452993 bkg 0
1647.093026108317 bkg 0
1765.0244468602907 bkg 0
1818.50557413552 bkg 0
1985.784882971952 bkg 0
2059.8032976433797 bkg 0
2149.2910417878893 bkg 0
2317.708406935304 bkg 0
2434.712395220689 bkg 0
2533.1447966031756 bkg 0
2800.557970301386 bkg 0
2889.828263162365 bkg 0
2915.436949444013 bkg 0
3122.120457034236 bkg 0
3199.9091374095688 bkg 0
3618.4483843339303 bkg 0
3950.6991706334884 bkg 0
4155.361333888779 bkg 0
4396.610505818643 bkg 0
4561.644982098859 bkg 0
4850.619095493517 bkg 0
4931.462553392372 bkg 0
4978.783549863286 bkg 0
5287.246590390823 bkg 0
5356.7721229586605 bkg 0
5507.20238538403 bkg 0
5522.872030625649 bkg 0
5694.860230064693 bkg 0
5716.657266047143 bkg 0
5762.260230323921 bkg 0
5992.326158649052 bkg 0
6008.404589384517 bkg 0
6139.564331446358 bkg 0
6181.613613418278 bkg 0
6228.121206304851 bkg 0
6554.454283215576 bkg 0
6687.591028610396 bkg 0
6853.916744667888 bkg 0
6908.339908915812 bkg 0
7177.411090522633 bkg 0
7281.2182581422 bkg 0
7329.542895699243 bkg 0
7348.967942810566 bkg 0
8020.143203165212 bkg 0
8119.266354747568 bkg 0
8129.6835945003995 bkg 0
8195.382145133923 bkg 0
8384.937228747294 bkg 0
8470.313436042903 bkg 0
8806.161850569779 bkg 0
8952.532262948765 bkg 0
9258.947518240977 bkg 0
9377.909636555449 bkg 0
9404.40487280511 bkg 0
9633.801077011309 bkg 0
9782.08947167841 bkg 0
9890.594105053575 bkg 0
9960.412622121568 bkg 0
9978.225263362343 bkg 0
10303.561730499654 bkg 0
10480.779505337525 bkg 0
10509.758299553916 bkg 0
10737.124670637553 bkg 0
10790.674696708536 bkg 0
11050.561510295252 bkg 0
11105.01210672526 bkg 0
11147.543704533657 bkg 0
11165.429468462225 bkg 0
11191.657484784824 bkg 0
11331.777914088087 bkg 0
12170.882322306305 bkg 0
12505.178330894707 bkg 0
12701.329358071687 bkg 0
13018.014441607385 bkg 0
13353.47164607961 bkg 0
13502.170336199084 bkg 0
13514.735636459834 bkg 0
13594.626720662305 bkg 0
14302.824439495844 bkg 0
14305.747436380592 bkg 0
