timestamps population node_ids
5562.2671627992395 lgn56T1 0
5610.707137871205 lgn56T1 0
5815.697896281279 lgn56T1 0
5821.172740364182 lgn56T1 1
5881.24642974143 lgn56T1 1
5963.879662663637 lgn56T1 1
5527.074507341576 lgn56T1 2
5530.1441955442815 lgn56T1 2
5550.5785866983415 lgn56T1 2
5604.440525131205 lgn56T1 2
5702.755655711911 lgn56T1 2
5781.94380676167 lgn56T1 2
5582.681215549903 lgn56T1 3
5605.296460999894 lgn56T1 3
5643.045676272505 lgn56T1 3
5661.9139769760095 lgn56T1 3
5734.380620801377 lgn56T1 3
5778.406009461429 lgn56T1 3
5794.429053494237 lgn56T1 3
5843.057842793656 lgn56T1 3
5515.181515720991 lgn56T1 4
5576.517548593181 lgn56T1 4
5594.140130702092 lgn56T1 4
5724.506811968116 lgn56T1 4
5811.748690876196 lgn56T1 4
5841.173558105046 lgn56T1 4
5911.11210446566 lgn56T1 4
5925.190241554278 lgn56T1 4
5523.258196064561 lgn56T1 5
5552.404322655158 lgn56T1 5
5558.829340440596 lgn56T1 5
5598.577752599901 lgn56T1 5
5631.703377859296 lgn56T1 5
5688.650998887726 lgn56T1 5
5716.691581709899 lgn56T1 5
5727.138278514828 lgn56T1 5
5849.026910951652 lgn56T1 5
5880.542216618336 lgn56T1 5
5924.007549637014 lgn56T1 5
5982.815595465218 lgn56T1 5
5536.143532521866 lgn56T1 6
5564.213964425839 lgn56T1 6
5604.469429359424 lgn56T1 6
5620.341990664474 lgn56T1 6
5653.12410146848 lgn56T1 6
5672.229200084223 lgn56T1 6
5735.789818802345 lgn56T1 6
5749.8667522474425 lgn56T1 6
5771.712344673158 lgn56T1 6
5821.284302751094 lgn56T1 6
5852.224959482618 lgn56T1 6
5891.687855749831 lgn56T1 6
5900.113601519274 lgn56T1 6
5924.838014647569 lgn56T1 6
5965.136906991978 lgn56T1 6
5529.875215337659 lgn56T1 7
5534.422657476818 lgn56T1 7
5725.272150714983 lgn56T1 7
5767.184156691335 lgn56T1 7
5846.685902223001 lgn56T1 8
5891.401409093535 lgn56T1 8
5928.17189128812 lgn56T1 8
5940.468713002735 lgn56T1 8
5999.951616088339 lgn56T1 8
5548.147518117259 lgn56T1 9
5665.771653720625 lgn56T1 9
5823.650029399716 lgn56T1 9
5825.7020872511275 lgn56T1 9
5839.379991483234 lgn56T1 9
5539.369334120036 lgn56T1 10
5558.195886629835 lgn56T1 10
5770.743359691521 lgn56T1 10
5775.217419236633 lgn56T1 10
5784.118039801586 lgn56T1 10
5869.841341015564 lgn56T1 10
5889.052504408842 lgn56T1 10
5585.661152389557 lgn56T1 11
5673.750707772547 lgn56T1 11
5686.45889144077 lgn56T1 11
5697.89914656569 lgn56T1 11
5727.6027850163955 lgn56T1 11
5736.758724159012 lgn56T1 11
5895.5684238439 lgn56T1 11
5906.858315919758 lgn56T1 11
5966.058017192417 lgn56T1 11
5509.801836003724 lgn56T1 12
5671.796914151099 lgn56T1 12
5673.365577969144 lgn56T1 12
5872.084944372836 lgn56T1 12
5988.95115482835 lgn56T1 12
5508.396970033591 lgn56T1 13
5526.697265586144 lgn56T1 13
5575.960770039201 lgn56T1 13
5616.419903761728 lgn56T1 13
5848.814804468562 lgn56T1 13
5852.70987698783 lgn56T1 13
5903.9011399616575 lgn56T1 13
5518.558614626723 lgn56T1 14
5612.170878959934 lgn56T1 14
5625.015257794377 lgn56T1 14
5652.681578373003 lgn56T1 14
5673.496743826471 lgn56T1 14
5692.256953888938 lgn56T1 14
5725.7284762121235 lgn56T1 14
5792.221236256829 lgn56T1 14
5847.0926613527245 lgn56T1 14
5916.087440275893 lgn56T1 14
5942.497914001422 lgn56T1 14
