timestamps population node_ids
85.41405320782988 bkg 0
215.41110488352928 bkg 0
470.72744784205975 bkg 0
765.8234018747041 bkg 0
1335.4200510709047 bkg 0
1673.0691742159436 bkg 0
1749.3587136074589 bkg 0
1763.0321806104553 bkg 0
1862.1612136730644 bkg 0
1954.4009133196043 bkg 0
1988.8889925253957 bkg 0
2042.2770322370493 bkg 0
2359.0822815610877 bkg 0
2401.838689189533 bkg 0
2935.851440642197 bkg 0
3148.3145310456284 bkg 0
3469.6579335689407 bkg 0
3539.0368568744566 bkg 0
3615.5907343943877 bkg 0
3679.382339807827 bkg 0
3830.5843264665737 bkg 0
4196.116284425919 bkg 0
4212.523896036575 bkg 0
4277.32717337401 bkg 0
4981.459087839562 bkg 0
4998.054626436076 bkg 0
5024.100574766226 bkg 0
5501.677015164629 bkg 0
5802.403377748699 bkg 0
6108.504117156584 bkg 0
6278.415004490978 bkg 0
6682.795006844382 bkg 0
6897.732180556298 bkg 0
7010.3543084041885 bkg 0
7149.3313015738895 bkg 0
7247.372701029483 bkg 0
7266.68130084975 bkg 0
7331.552237114975 bkg 0
7710.893709081439 bkg 0
7814.038100273316 bkg 0
7981.154663057784 bkg 0
8061.99248839503 bkg 0
8244.884758228069 bkg 0
8450.739258347667 bkg 0
8656.064875458573 bkg 0
8668.907156612428 bkg 0
8949.796421625584 bkg 0
9337.859237216451 bkg 0
9467.16720337577 bkg 0
10112.218390080376 bkg 0
10438.81823232986 bkg 0
11031.92064144623 bkg 0
11056.650797130102 bkg 0
11176.573836836626 bkg 0
11230.103958253329 bkg 0
11339.873847529148 bkg 0
11340.15171130149 bkg 0
11482.33736081494 bkg 0
11620.136459986565 bkg 0
11660.230219852401 bkg 0
11818.943949770974 bkg 0
11962.269497526244 bkg 0
11972.28432322603 bkg 0
12121.921493549888 bkg 0
12201.500380892721 bkg 0
12207.328842896968 bkg 0
12374.711356116943 bkg 0
12402.174806592342 bkg 0
12705.748808460101 bkg 0
12775.848002128538 bkg 0
12858.060470905604 bkg 0
12910.750732797564 bkg 0
13033.378425657056 bkg 0
13137.485272676202 bkg 0
13161.484346472454 bkg 0
13185.596025380284 bkg 0
13484.69400553795 bkg 0
13761.96761023302 bkg 0
13852.4396132741 bkg 0
14087.244480309444 bkg 0
14217.016233905795 bkg 0
14528.061242543146 bkg 0
14648.36183536044 bkg 0
14718.82787689944 bkg 0
15069.269419820052 bkg 0
15106.559253369905 bkg 0
15155.022287677517 bkg 0
15586.027272806832 bkg 0
15643.184841966422 bkg 0
15782.979577894132 bkg 0
15849.107584926864 bkg 0
15951.896198762322 bkg 0
16023.872784476247 bkg 0
16089.06456014406 bkg 0
16296.239208669678 bkg 0
16449.48595220029 bkg 0
16502.195477662488 bkg 0
16544.91662479028 bkg 0
16606.344261332113 bkg 0
16723.666986261767 bkg 0
16792.27637617983 bkg 0
16906.04637494273 bkg 0
17311.26504652001 bkg 0
884.3264891233547 bkg 1
887.5589104888604 bkg 1
1058.252257374013 bkg 1
1161.2449553131023 bkg 1
1175.396619106128 bkg 1
1232.2119103703872 bkg 1
1233.2329029809043 bkg 1
